session_id,TooFast,WhiteBlackBIATGood,WhiteBlackBIATBad,WhiteAsianBIATGood,WhiteAsianBIATBad,WhiteHispanicBIATGood,WhiteHispanicBIATBad,BJWAgg,GBDAgg,PDAgg,SLBAgg,Conservatism,ExplicitPref,Age,CountryCit,Ethnicity,EthnicityBinary,Gender,Race,RaceMulti
8987783, , , , , , , , , , , ,4, ,15,1,3,2,2,6,.
8987784, , , , , , , , , , , ,6, ,14,1,3,2,2,6,.
8987785, , , , , , , , , , , ,5, ,14,1,3,2,2,6,.
8987787,.0703125,.150062341066005,.635211897677884, , , , ,4.2, ,2.5, ,4,1,15,1,2,2,2,6,.
8987788, , , , , , , , , , , ,4, ,15,1,2,2,2,6,.
8987790,0,.765968762794281,.93868772216331, , , , , ,4, ,4, ,0,15,1, , ,2,6,.
8987791, , , , , , , , , , , ,6, ,14,1,3,2,2,6,.
8987792,.015625, , , , ,-.352647734522598, , , , , ,4, ,15,1,2,2,2,6,.
8987793, , , , , , , , , , , ,5, ,14,1,2,2,2,6,.
8987794, , , , , , , , , , , ,5, ,14,1,3,2,2,6,.
8987795,.00862068965517241, , , , ,.0864581859322924,.355964550751659,3.9, ,2.5, ,4,0,14,1,2,2,2,6,.
8987797, , , , , , , , , , , ,4, ,14,1,2,2,2,6,.
8987802,.00793650793650794,.644284020079596,.526889438433686, , , , , ,1.375, ,3.5,5,0,14,1,2,2,2,6,.
8987806, , , , , , , , , , , ,6, ,14,1,2,2,2,6,.
8987810, , , , , , , , , , , ,5, ,14,1,2,2,2,6,.
8987811, , , , , , , , ,2.125, ,2.83333333333333,4,0,14,1,2,2,2,6,.
8987813, , , , , , , , , , , ,6, ,20,1,1,1,2,5,.
8987817,0, , ,.112169199874285,-.583462743797952, , , ,3.125, ,2.91666666666667,5,1,36,1,2,2,1,6,.
8987822, , , , , , , , ,2, , ,4, ,14,1,2,2,2,6,.
8987830, , , , , , , , , , , ,4, ,22,1, , ,1,6,.
8987833, , , , , , , , ,2, , ,4, ,14,1,2,2,2,6,.
8987844, , , , , , , , , ,2.16666666666667, ,4,0,16,1,1,1,1,6,.
8987847, , , , , , , , , , , ,4, ,14,1,2,2,2,6,.
8987851,0, , , , ,.413860987257857,.659774154418316,3.65, ,4.66666666666667, ,4,3,28,1,2,2,2, ,.
8987855,0, , ,-.778431816698939,-.0360280903334074, , , ,1.375, ,2.75,4,0,14,1,2,2,2,6,.
8987862, , , , , , , , ,4, ,4,4,0,105,159,1,1,3,4,.
8987897,0, , , , ,.183688945764563,.385204105513016, ,3.375, ,2,3,0,19,106,2,2,2,6,.
8987898,0,.486368017439853,.544793443913039, , , , , ,1.5, ,2.5,2,1,17,1,2,2,2,6,.
8987900,0,-.496229601751297,-.0512983896370536, , , , , ,2.5, ,3, ,1, , , , ,1, ,.
8987908,0, , , , , , , , , , ,2, ,34,74,2,2,2,6,.
8987917, , , , , , , , , , , ,4, ,17,82,2,2,2,6,.
8987928,0, , , , ,.568562516800675,.459654508909035,3.85, ,2.5, ,2,0,35,1,2,2,2,6,.
8987955,0, , , , ,.147898117851745,.0750852793955255,4.35, ,3.33333333333333, ,5,1,24,1, , ,2, ,.
8987959,0, , ,.652162014457187,-.508215879031493, , ,4.1, ,2.16666666666667, ,4,0,31,1,2,2,2,6,.
8987987,0,-.772134453102276,-.491864406984623, , , , , ,1.625, ,1.58333333333333,1,0,41,1,2,2,2,6,.
8987988, , , , , , , , , , , ,3, ,22,1,1,1,2,8,[6]
8988000,.265625, , , , , , , ,4, ,5.33333333333333,4,-2,30,1,2,2,2,5,.
8988003, , , , , , , , , , , ,2, ,54,1,2,2,2,6,.
8988009,.046875,-.0583042200835423,-.393010287518991, , , , , ,4.625, ,3.83333333333333,4,1,20,1, , ,1,6,.
8988012,0, , , , ,-.217184940198583,.363197619305133, ,1.125, ,3.16666666666667,5,0,24,225,2,2,2,6,.
8988018,0, , , , , , ,4.15, ,4.33333333333333, ,3,0,15,1, , ,1,6,.
8988025,0, , , , ,-1.01731460655811, ,3.25, ,1.66666666666667, ,5,1,42,1,2,2,1,6,.
8988029, , , , , , , , , , , ,7, ,16,1,2,2,2,6,.
8988038,0, , , , , , , , , , ,2, ,32,1,2,2,2,6,.
8988040, , , , , , , , , , , ,7, ,16,1,2,2,2,6,.
8988052,0,-.106342384956482,-.0236789369348787, , , , , ,1, ,2.91666666666667,2,0, ,1,2,2,2,6,.
8988064,0,.0546381920768961,.211889484372222, , , , ,4.5, ,3.5, ,2,0,28,1,2,2,2,6,.
8988073, , , , , , , , , , , ,6, ,17,1,3,2,1,6,.
8988088, , , , , , , , , , , ,3, ,22,1,1,1,2,6,.
8988090,.109375, , , , ,-.506642885057409,.125156000382129,3.75, ,3.16666666666667, ,4,0,22,1,2,2,1,6,.
8988098, , , , , , , , ,1, ,1.41666666666667,1,0,71,1,3,2,2,6,.
8988115,0, , ,-.688795962849877,.727050823802823, , ,3.5, ,3.33333333333333, ,3,1,19,1,2,2,2,6,.
8988177, , , , , , , , , , , ,4, ,18,1,3,2,2,7,.
8988193,.046875, , , , , , , , , , ,5, ,28,1,2,2,1,6,.
8988195, , , , , , , , , , , ,2, ,19,1,2,2,2,3,.
8988267,0, , ,-.729898693744483,.360163753851931, , , ,1.25, ,2.83333333333333,2,0,20,1,2,2,1,6,.
8988270, , , , , , , , , , , ,4, ,47,1,2,2,2,6,.
8988271, , , , , , , , , , , ,4, ,32,1,2,2,1, ,.
8988274,0, , , , , , , , , , ,2, ,24,1,2,2,1,6,.
8988282,.015625,-.133859944777959,-.497174942267688, , , , ,4.35, ,2, ,5,0,17,1,2,2,2,6,.
8988285,0, , ,-.852041843678903,.821324071103605, , ,4.15, ,3, ,2,0,16,1,2,2,2,6,.
8988287,0, , , , ,.652411421601081,.427993719958421, ,3.625, ,2.75,4,0,17,1,2,2,2,6,.
8988288,.09375, ,.559087886878566, , , , , , , , ,4, ,16,1,3,2,1,5,.
8988290, , , , , , , , , , , ,2, ,24,1,2,2,1,6,.
8988294,0, , ,-.518413163599999, , , , , , , ,2, ,24,1,2,2,1,6,.
8988297,0, ,.491365459057309, , , , , , , , ,1, ,26,39,2,2,2,6,.
8988310,0, , ,-.569346706082617,.674568351327434, , , ,1, ,3.41666666666667,2,0,50,1,2,2,2,6,.
8988311,0, , ,-.0721420722904066,.695790904907951, , ,4.1, ,3.33333333333333, ,3,0,17,1,2,2,2,6,.
8988320,.0078125, , ,1.13543740362382,.354250963200924, , ,4.5, ,2.66666666666667, ,6,1,14,39,2,2,2,6,.
8988323,0, , ,.237088103485912,.218546257330739, , , ,2.5, ,4.08333333333333,3,0,17,1,2,2,2,2,.
8988329, , , , , , , , , , , ,3, ,19,1,2,2,2,6,.
8988337, , , , , , , , , , , ,4, ,19,130,3,2,2,2,.
8988341,.0078125, , ,.633842023396752,.884017640364566, , ,3.9, ,2.33333333333333, ,2,3,21,209,2,2,2,2,.
8988346,0, , ,.0222983701758825,.243971853019559, , ,3.55, ,2.83333333333333, ,4,0,22,1,2,2,2,6,.
8988353,0, , , , ,.457153938489385,.427180775679641, ,2.5, ,3.16666666666667,5,3,17,1,2,2,2,6,.
8988364,0,.103889226087448,-.0625070061435202, , , , ,4.15, ,2.33333333333333, ,5,0,16,1, , ,1,5,.
8988367,0,.107691870789199,.317315059820188, , , , , ,2, ,2.75,1,0,16,1,2,2,2,6,.
8988370,0, , ,.336780172410653,.557893333475904, , ,3.35, ,5.16666666666667, ,7,3,16,1,2,2,1,6,.
8988374, , , , , , , , , , , ,4, ,17,1,2,2,2,6,.
8988375,.015625, , ,.360892643889269,.65577697328044, , ,3.9, ,2.66666666666667, ,4,0,15,1,2,2,1,6,.
8988377, , , , , , , , , , , ,3, ,16,1,2,2,2,6,.
8988400, , , , , , , , ,2.5, ,2.75,6,3,17,39,3,2,2,6,.
8988404,0, , ,.827260812056193,.445577481006097, , , ,1, ,4.16666666666667,6,0,40,1,2,2,2,6,.
8988409,0,-.210851101480919,-.292783157900156, , , , , ,2.5, ,1.91666666666667,1,0,51,1,3,2,1,6,.
8988418,0, , ,.145311642339518,1.17890076456637, , , ,1.25, ,1.66666666666667,1,0,17,1,2,2,2,6,.
8988425, , , , , , , , , , , ,4, ,11,1,3,2,4,3,.
8988426, , , , , , , , ,1, ,1,1,0,41,1,2,2,2,6,.
8988447,0, , , , ,-1.00581055865857,.48396446980571,3.6, ,2.16666666666667, ,2,0,23,1,1,1,2,1,.
8988448, , , , , , , , , , , ,2, ,21,209,2,2,2,2,.
8988451,0,-.432902304891494,-.126046302293062, , , , ,2.8, ,2, ,1,1,24,1,2,2,1,6,.
8988463,0,-.447909171026415,-.648056542173172, , , , , ,1, ,1.25,1,0,29,1,2,2,2, ,.
8988467,0, , ,.115171544772268,-.637396888445343, , ,3.65, ,2.5, ,2,1,18,1,2,2,2,6,.
8988483,0, , , , ,1.07707416705999,.212042947374828, ,2.5, ,2.83333333333333,2,2,19,39,3,2,2,6,.
8988487,.03125,.375687656103422,.0322776228328759, , , , , ,2.375, ,3.91666666666667,4,0,16,1,2,2,2,6,.
8988492,0, , , , ,-.138502618764374,.525832902636806,4.75, ,1.83333333333333, ,3,0,18,1,2,2,1,6,.
8988493, , , , , , , , , ,1.83333333333333, ,4, ,28,1,2,2,1,6,.
8988495, , , , , , , , , , , ,5, ,14,1,2,2,2,6,.
8988498, , , , , , , , , , , ,5, ,14,1,2,2,2,6,.
8988499,.015625,.383720887946517,.728755114241167, , , , ,4.75, ,3, ,5,0,18,1,2,2,1,6,.
8988500,0, , , , ,.249303635008194,.250175037439919, ,2.625, ,4.58333333333333,2,1,18,1,3,2,1,6,.
8988502, , , , , , , , , , , ,5, ,14,1,2,2,2,6,.
8988505,0, , ,.650758495559259,.760000371189567, , ,4.85, ,3.83333333333333, ,4,0,14,1,2,2,2,6,.
8988507,0, , , , ,.213805610452502,.359626591792793, ,3.125, ,3.66666666666667,2,0,16,1,1,1,1,8,"""[6,7]"""
8988508, , , , , , , , , , , ,1, ,16,1,2,2,2,5,.
8988510, , , , , , , , , , , ,3, ,16,1,2,2,2,6,.
8988511,0, , , , ,-.234881268361851,.488910205457446, ,2.75, ,2.91666666666667,4,0,18,1,2,2,2,3,.
8988512, , , , , , , , , , , ,4, ,16,1,1,1,2,6,.
8988515, , , , , , , , , , , ,4, ,28,1,2,2,1,6,.
8988519,.0316220238095238, , ,.128854172307602,-.294082752754936, , ,3.5, ,3.16666666666667, ,2,0,17,1,2,2,2,6,.
8988520,0,-.484681335422021,-.147313740071587, , , , , ,2.125, , ,1,-1,16,1,2,2,2,5,.
8988521,0,.836183023973221,-.863239850553708, , , , , ,2, ,2.83333333333333,3,0,16,1,2,2,2,6,.
8988522,.0391865079365079,.780246619903132,.788248035664805, , , , , ,2.75, ,4.33333333333333,4,1,17,1,2,2,1,6,.
8988525,.0078125, , , , ,.972273227640022,.63673741639639,3.95, ,3.66666666666667, ,4,3,17,1,2,2,1,6,.
8988526,0, , ,.079127489505423,.0552472023466991, , , , , , ,2, ,36,1,2,2,2,6,.
8988527,0,.356319075121011,-.0458778254407768, , , , ,4.9, ,1.83333333333333, ,5,1,18,1,2,2,1,6,.
8988532,0,.181479510939444,.0876348540404906, , , , , ,2.125, ,3.41666666666667,4,0,33,1,2,2,1,6,.
8988534,.4375, , ,.168599727271961,-.174788766946413, , , ,1.75, ,3.25,5,0,35,1,3,2,2,7,.
8988536,0, , , , ,-.478890298598266,.161333491779504,2.6, ,1.16666666666667, ,1,-3,16,1,1,1,2,8,[2]
8988540, , , , , , , ,3.95, ,1.83333333333333, ,1,1,46,1,2,2,2,6,.
8988541,0, , , , ,-.283823746487402,.89495006599583, ,1.75, ,3.83333333333333,4,0,18,1,1,1,1,6,.
8988550,0, , ,.480510285573119,.385456942364541, , , ,2.125, , ,5,0,17,1,2,2,2,6,.
8988566,0,.0420434281583494,-.052865346190531, , , , , ,2, ,2.08333333333333,2,0,19,39, , ,2,3,.
8988568,0,.17213796207751,1.27331319644015, , , , ,4.8, ,2.33333333333333, ,6,0,59,1,2,2,2,6,.
8988569,0, , ,.0678378015084664,.194691246854194, , ,4.1, ,3.33333333333333, ,4,1,18,1,2,2,2,6,.
8988580,0,.241242859283333,-.112362699047838, , , , ,3.55, ,2.83333333333333, ,1,1,28,1,2,2,2,6,.
8988581,0,-.212314805086024,.346400269976086, , , , ,3.7, ,1.66666666666667, ,1,0,62,1,2,2,1,6,.
8988603,0, , ,-.325520667785709, , , ,4, ,1.66666666666667, ,2,0,18,1,2,2,2,6,.
8988621,0, , , , ,.664794890229685,.706279241705099, , ,3.16666666666667, ,6,1,59,1,2,2,2,6,.
8988625,0,.106160194575834,.671600699441188, , , , ,3.6, ,2.66666666666667, ,6,0,45,1,2,2,1,6,.
8988636,0,.481060858229888,.66553053835757, , , , ,4.6, ,3.16666666666667, ,6,0,25,1,2,2,1,6,.
8988643,0, , ,-.603607705434714,-.0934887636641185, , ,3, ,2.66666666666667, ,1,2,56,1,2,2,2,6,.
8988645,0, , ,1.12405753104118,.896371983460928, , ,4.35, ,2.33333333333333, ,3,0,30,1,2,2,1,6,.
8988648,0, , , , ,-.054940886319323,.481856962589935, ,1, ,1.33333333333333,1,0,55,1,2,2,2,6,.
8988649,.578125, , ,.148421726216611, , , , , , , ,4,0,11,39,2,2,1,7,.
8988651,0, , , , ,.311803999658094,.349839352720951,3.4, ,2.66666666666667, ,4,0,14,1,1,1,2,6,.
8988660,.219791666666667, , , , ,.824116725079481, , , , , , , ,18, , , ,2, ,.
8988665,0, , ,.542424187383756,.44334411652664, , , ,1.5, ,4.91666666666667,5,0,25,1,2,2,1,6,.
8988673, , , , , , , , , , , ,6, ,30,1,2,2,1,6,.
8988678,0, , ,.253959967953521,-.172858138542983, , ,3.95, ,2.5, ,1,0,49,1,2,2,1, ,.
8988682,0, , ,.316828243149914,.482515262086578, , , ,2.5, ,3.33333333333333,6,0,38,1,2,2,1,6,.
8988685,0, , , , ,.030289699285529, , , , , ,4, ,22,1,2,2,2,6,.
8988686, , , , , , , , , , , ,4, ,15,1,2,2,2,6,.
8988688,.3671875, , ,-.510540370343836,.490752420152471, , , , , , ,4,0,15,1,2,2,2,6,.
8988692,.225806451612903, , , , , ,-.512121765351764, , , , ,4,0,11,39,3,2,1,3,.
8988693, , , , , , , , , , , ,4, ,15,1,2,2,2,6,.
8988694, , , , , , , , , , , ,4, ,15,1,2,2,2,6,.
8988702,0, , , , ,.369404025887236,.245413067335827, ,2.875, ,4,6,0,30,1, , ,2,6,.
8988705, , , , , , , , , , , ,4, ,45,1,2,2,2,6,.
8988708,0, , , , ,.34820321192003,.98038246529191,4.45, ,3.33333333333333, ,6,0,59,1,2,2,2,6,.
8988709, , , , , , , , , , , ,4, ,17,1,1,1,1,7,.
8988715,0, , ,.498805983641499,.722145843087478, , , ,1.375, ,5.25,6,0,28,1,2,2,1,6,.
8988716, , , , , , , , , , , ,4, ,45,1,2,2,2,6,.
8988717,0, , , , ,-.714593662309885,-.128044199741046,3.7, ,3.5, ,1,0,19,1,1,1,2,7,.
8988723, , , , , , , , , , , , , , ,100, , ,1, ,.
8988729,0, , , , ,-.807827424146117,.800156870150013, ,1.875, , ,3,0,19,1,1,1,2,6,.
8988730,0, , , , ,.948938786720567,.178400441416797, ,1, ,2.41666666666667,6,0,63,1,2,2,1,6,.
8988746,0, , ,1.06776845675085,.0618261119720136, , , ,3, ,2.91666666666667,4,0,45,1,2,2,2,6,.
8988748,0,.231322370398826,.436001168415167, , , , ,5, ,1.5, ,3,0,32,1,2,2,2,6,.
8988753, , , , , , , , , , , ,2, ,48,1,2,2,2,6,.
8988754,0, , ,.36669884224523,.204422627634508, , ,3.15, ,1.83333333333333, ,2,0,62,1,2,2,2, ,.
8988760,0, , , , ,-.0119528236139567,.321502670435974, ,1.25, ,3.25,2,1,22,82,2,2,2,6,.
8988767,0,-.196510580803698,.511582362705435, , , , ,3.6, ,1, ,2,0,48,1,2,2,2,6,.
8988777,.015625,.927837913571607,-.357120235322962, , , , ,4.15, ,3.83333333333333, ,4,0,16,1,2,2,1,6,.
8988782,0, , ,.389923188964248,.53734581060275, , , ,2.5, ,4.66666666666667,4,0,28,1,2,2,2,6,.
8988805,0, , , , ,.1301718538145,.879709901710604,4.3, ,1.83333333333333, ,2,0,17,1,2,2,2,6,.
8988824,0, , ,-.261464616311511,.306812892551687, , ,3.55, ,2.33333333333333, ,2,0,19,39,2,2,2,6,.
8988828,0,-.2315187825391,.348688396841793, , , , , ,2.625, ,3.5,4,1,39,1,2,2,1,6,.
8988837,0,-.379064998262387,.347916637338879, , , , , ,1.125, ,2.5,2,0,25,1,2,2,2,6,.
8988850,0, , , , , ,.598493425095003, , , , ,4, ,35,1,2,2,2,6,.
8988858, , , , , , , , , , , ,2, ,34,1,2,2,1,6,.
8988879,0, , , , ,.39928507304212,.847036010483406,4.3, ,5, ,5,2,34,1,2,2,1,6,.
8988909,0, , , , ,-.249099729485939,.021938424855725,4.15, ,2.5, ,3,0,26,1,2,2,2,6,.
8988913,.0078125, , ,-.0733939984613943,.669282462802507, , ,2.85, ,1.5, ,5,0,17,1,2,2,2,6,.
8988919,0, , , , ,-.243185736938887,.227246227713483,4.5, ,2.16666666666667, ,4,0,29,1,2,2,1,6,.
8988929,0,.379905640828362,.216767315707797, , , , ,3.4, ,2.66666666666667, ,2,-2,19,1,2,2,2,5,.
8988941,0, , , , ,-.0250352707074626,.300078745860531,3.55, ,2.66666666666667, ,2,1,37,39,2,2,1,6,.
8988944, , , , , , , , ,1.625, ,1.08333333333333,1,-2,29,1,3,2,2,5,.
8988946,0, ,-.518256427770477, , , , , , , , ,3, ,35,1,2,2,1, ,.
8988952,0, , , , ,.866804633574947,.623448756152806, ,1, ,2.91666666666667,6,0,46,1,2,2,1,6,.
8988959,0, , , , ,.438007609075537,.8320413774537, ,1.75, ,3.25,5,0,35,1,2,2,2,6,.
8989003,0, , , , ,.0107372694991555,.381168462240115, ,4, , ,4,0,34,39,2,2,1,7,.
8989007,0, , , , ,.431857963927144,.350417946967463,4.15, ,2.16666666666667, ,4,-1,20,48,1,1,2,7,.
8989012,0, , ,.872266320312531,1.27519172439957, , , ,6.875, ,4.08333333333333,2,3,18,1,2,2,2,6,.
8989021,.0859375, , ,-.573818754658065,-.190304027712234, , , ,2.875, , ,4,-1,17,1,2,2,2,3,.
8989023, , , , , , , , , , , ,2, , ,1,1,1,2,8,"""[1,5,6,7]"""
8989030,.015625, , ,-.610452524024622,-.388695126714534, , ,3.8, ,1.5, ,6,0,22,1,3,2,1,8,[6]
8989035,0, , , , ,-.891425950235644,.0813024507954724, ,3.375, ,1.5,2,-3, ,1,1,1,2,8,"""[1,5,6,7]"""
8989039,0, , , , ,.363115230730675,.160157852064996,4.45, ,2.66666666666667, ,3,1,23,1,2,2,2, ,.
8989067, , , , , , , , ,3, ,4.25,4,0,45,74,2,2,2,6,.
8989075, , , , , , , , , ,3.33333333333333, , ,1, , , , , , ,.
8989081,0, , , , ,.203072094508928,.319124447553688,3.9, ,1.33333333333333, ,2,0,48,1,2,2,1,6,.
8989088,0, , , , ,.17380212300414,.494323254523638,5.45, ,3.16666666666667, ,6,1,49,1,2,2,1,6,.
8989090,.0078125, , ,-.11900259235876,.234840029125499, , , ,2.625, ,3.58333333333333,2,1,18,1,2,2,2,6,.
8989114, , , , , , , , ,1.625, ,1.83333333333333,2,0,57,1,2,2,2,6,.
8989116,0, , , , ,.367703629237337,.224751760899182,4.35, ,2.66666666666667, ,2,0,18,1,2,2,1,6,.
8989119, , , , , , , , , , , ,2, ,28,1,2,2,1,5,.
8989136, , , , , , , , , , , ,4, ,37,1,2,2,1,6,.
8989138,0, , ,.422995084144721,.320774555865878, , , ,1, ,2.75,3,1,26,193,2,2,2,6,.
8989163, , , , , , , , , , , ,4, ,26,225,2,2,1,6,.
8989170,.6640625, , , , ,-.286794031558159,.421101943467569, ,4.625, ,3.33333333333333,3,1,56,1, , ,2,6,.
8989171,0,-.77516795237725,.165681855767017, , , , ,4, ,1, ,2,1,49,1, , ,2,6,.
8989172,0,-.254894266167861,.847857112691478, , , , , ,1.375, ,1.25,2,1,33,1,2,2,1,6,.
8989186,0, , , , ,.438516906431713,.597011025413917,4.55, ,2.83333333333333, ,6,0,35,1,2,2,2, ,.
8989193,.0078125,-.462983732020491,.773917699981311, , , , , ,1.125, ,2.33333333333333,2,1,60,1,2,2,1,5,.
8989253, , , , , , , , , , , ,7, ,18,1,2,2,1,6,.
8989267,0, , ,-.139838418233056, , , , , , , ,3, ,17,1,2,2,2,6,.
8989279,0, , , , ,.633972154147515, , ,2.75, ,3,2,1,31,1,2,2,2,6,.
8989283,0, , , , ,-.547831113877143,.509449397026799, ,1.25, ,3,2,0,25,1, , ,2,6,.
8989300,0, , ,.389674267440524,-.213622349520285, , , , ,2, ,2,1,62,1,2,2,1,6,.
8989304,.0390625, , ,-.67057359794311,.260335260058662, , , ,1, ,2.33333333333333,1,0,20,1,2,2,2,2,.
8989305,0, , ,.825095887444038,.318214771857595, , , ,1.125, ,2.91666666666667,2,0,34,1,2,2,2,6,.
8989313,0,-.119059924049292,.339339195828102, , , , ,3.65, ,3.16666666666667, ,5,0,19,1,2,2,2,6,.
8989319, , , , , , , , , , , ,2, ,65,1,2,2,2,6,.
8989335, , , , , , , , , , , ,6, ,52,1,2,2,2,6,.
8989346,0, , ,.147223878256979,-.297152181890972, , ,3.35, ,4.16666666666667, ,5,0,19,1,2,2,2,8,"""[4,5]"""
8989350,0, , ,-.449659350188795,.773033116108463, , , ,1.25, , ,1,0,10,39,2,2,2,8,"""[2,6]"""
8989354,0, , , , ,.238011974045493,.54392243456583,3.05, ,2.16666666666667, ,1,0,42,1,2,2,1, ,.
8989359,0, , ,.375337230275779,.256008533471034, , , ,1.75, ,1.66666666666667,3,1,36,1,2,2,1,6,.
8989360, , , , , , , , , , , ,6, ,52,1,3,2,2,6,.
8989367, , , , , , , , , , , ,4, ,16,1,1,1,2,6,.
8989368,.5390625, , ,.943429064774016,-.271933305929112, , , , ,3.33333333333333, ,4,0,18,1,2,2,1,8,"""[3,6]"""
8989369, , , , , , , , , , ,2.58333333333333,4, ,16,1,1,1,1, ,.
8989370,.53125, , , , , , , , , , ,4, ,17,1,2,2,2,1,.
8989371,.0390625,.269947950704461,-.235281817976014, , , , ,3.7, ,4, ,4,0,18,1, , ,2,6,.
8989373,0, , , , ,-.244419284267121,.566487562482515,4.15, ,3, ,4,0,17,1,2,2,1,6,.
8989382, , , , , , , , , , , ,4, ,16,1,1,1,2,6,.
8989389,.6171875, , , , ,-.532137878411926, , ,4, ,4,4,0,17,1,2,2,2,1,.
8989391, , , , , , , ,4.15, , , ,4, ,16,1,1,1,2,6,.
8989396,0, , ,.50214614930849,-.203991658175988, , ,3.65, ,3.66666666666667, ,5,0,55,1,2,2,1,6,.
8989398,.15625, , , ,-.226573233534236, , ,4, ,3.16666666666667, ,2,-3,17,1,2,2,1,2,.
8989404, , , , , , , , , , , ,2, ,16,1,3,2,1,6,.
8989421, , , , , , , , , ,3.33333333333333, ,2,2,16,1,3,2,1,6,.
8989422,.015625,.936706239911313, , , , , , , , , ,6, ,32,1,2,2,1,6,.
8989423,0, , ,.4021451409634,.568511659643802, , ,3.55, ,2.66666666666667, ,6,0,34,153,2,2,2,6,.
8989430,0,-.366963835874823,.214066222535489, , , , ,3.8, ,2, ,4,0,37,104,2,2,1,6,.
8989431,0,.323999207487527,.171439815592301, , , , ,3.75, , , ,3,1,18,1,2,2,2, ,.
8989432, , , , , , , , , , , ,1, ,74,1,2,2,2,6,.
8989444,.421875, , ,.57456748537264, , , , ,3.75, , ,4,2,19,1,2,2,2,6,.
8989452,.640625, , , , , , , , , , ,2, ,34,1,2,2,2,4,.
8989459,0, , ,.574874508312804,.775394131401589, , ,4.35, ,2.66666666666667, ,5,0,37,1,2,2,1,6,.
8989467,0,-.646422577213146,.17214054319482, , , , , ,1.625, ,3.66666666666667,6,1,83,1,2,2,2,6,.
8989471, , , , , , , , , , , ,1, , , , , ,2, ,.
8989474,0, , , , ,-.401596826227596,.38184270009882,3.65, ,2, ,6,0,66,1,2,2,1,8,"""[5,6]"""
8989502,0, , , , ,.2444028150118,.171128720368883,4.75, ,2, ,3,1,18,1,2,2,2,6,.
8989517, , , , , , , , , , , ,4, ,18,1,2,2,2,2,.
8989525, , , , , , , , , , , , , ,18,1,3,2,1,6,.
8989541,.0078125, , , , ,.0809927754512751,.457819087082728, , , ,2.75,2, , ,1,1,1,2,6,.
8989561,0, , , , ,.137047702636494,.639869338226576,3.1, ,3.5, ,3,1,48,1,2,2,1,6,.
8989562,.015625, , , , ,.466284670161321,.126711354886087,4.35, ,3.66666666666667, ,2,0,17,1,1,1,1,4,.
8989575,0,.425422297466631,.68709379493301, , , , , ,2.75, ,3.08333333333333,3,1,28,1,2,2,1,6,.
8989582,.015625, , , , ,-.109757982156064,.547396584145904,3.35, ,2.16666666666667, ,3,0, ,1,1,1,2,6,.
8989617,0, , , , ,.130146141348472,.546126967969504, ,2, ,3.91666666666667,2,-2,19,1,1,1,2,7,.
8989628,0, , ,.557781991966581,.920305425805877, , , ,1.875, ,3,2,3,42,1,2,2,2,6,.
8989632, , , , , , , ,3.75, ,1.5, ,1,0,43,1,3,2,2,7,.
8989640,0, , , , ,.0620977009477204,.617061671084738, ,1, ,1.66666666666667,1,0,69,1,2,2,1,6,.
8989656,0, , , , ,.300846412858856,1.25935909255268,4.45, ,3, ,4, ,48,1,1,1,1,7,.
8989662, , , , , , , , , , , ,4, ,19,1, , ,1,6,.
8989668,0, , , , ,.750738950117045,.682449104660441,3.75, ,4, ,3,0,19,1,2,2,1,6,.
8989673,0,.327111355976213, , , , , , , , , , , , , , , , , ,.
8989679, , , , , , , , ,2.125, ,3,6,1,42,1,2,2,1,6,.
8989688,0, , , , ,-.439610438990091, , ,2.375, ,3.91666666666667,2,-2,23,64,1,1,1,6,.
8989725,0, , , , ,-.23056003028946, , , , , ,1, ,18,225,3,2,2,7,.
8989738,0, , , , ,.192941779937063,.100763908679267,3.4, ,3, ,4,0,29,1,2,2,1,6,.
8989743, , , , , , , , , , , ,4, , ,54,2,2,1,5,.
8989756, , , , , , , , , , , ,3, ,30,1,2,2,1,6,.
8989764, , , , , , , , , , , ,3, ,30,1,2,2,1,6,.
8989765, , , , , , , ,3.95, ,3.16666666666667, ,4,0,19,39,2,2,2,6,.
8989778, , , , , , , ,3.7, ,4.66666666666667, ,5,0,17,1,2,2,1,2,.
8989800, , , , , , , , , , , ,5, ,17,1,2,2,1,2,.
8989803,0,.371918934856676,.612925467619361, , , , ,3.95, ,2.33333333333333, ,2,0,57,1,2,2,1,6,.
8989809,0, , , , ,.656022318676738,.656063129250256,3.4, ,3.5, ,6,1,36,1,2,2,2,6,.
8989819,0, , ,.129787396314821, , , , ,2.875, ,4.58333333333333,4,2,25,1,2,2,1,6,.
8989858,0,.0718695774937622,1.32268488778692, , , , ,2.05, ,3, ,4,-1,45,1,2,2,1,5,.
8989877,.00819672131147541,-.115054683817019,.845476355257254, , , , , ,1.375, ,2.5,4,0,51,1,2,2,2,6,.
8989885, , , , , , , , , , , , , , ,1, , , , ,.
8989886,0, , , , ,-.653671978071937,-.729083636379483, ,2.75, ,4.25,2,0,38,1,1,1,2,8,[6]
8989892, , , , , , , , , , , ,1, ,40,1,2,2,1,2,.
8989915,0, , , , ,.361093032614655, ,3.55, ,3.5, ,3,1,39,1,2,2,1,6,.
8989919,0,.872795566579514,.361227186328402, , , , ,3.95, ,3.5, ,4,0, , , , ,2, ,.
8989925,0, , , , ,-.393863639952151,.630642718082832, ,2.5, ,1.58333333333333,1,-1,20,1,2,2,2,8,"""[3,5]"""
